paper_id,material,field,outcome
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),dopant_fraction,null_mismatch
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),durability_h,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),fuel,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),measurement_method,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),ocv_V,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),pellet_thickness_um,null_mismatch
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),pmax_mW_cm2,null_mismatch
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),pmax_temp_C,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),relative_density_pct,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),secondary_phase,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),secondary_phase_wt_pct,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),sintering_temp_C,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-1 (sintered 600 C 3 h),synthesis_route,correct
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",activation_energy_eV,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",atmosphere,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",ceria_dopant,correct
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",conductivity_S_cm,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",conductivity_temp_C,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",conductivity_type,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",dopant_fraction,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",durability_h,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",fuel,correct
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",measurement_method,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",ocv_V,both_null
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",pellet_thickness_um,null_mismatch
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",pmax_mW_cm2,correct
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",pmax_temp_C,correct
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",relative_density_pct,both_null
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",secondary_phase,correct
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",secondary_phase_wt_pct,both_null
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",sintering_temp_C,correct
ref08_CSDC-Na2CO3,"CSDC-Na2CO3 Sample-2 (sintered 700 C 3 h, best performer)",synthesis_route,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),activation_energy_eV,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),atmosphere,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),ceria_dopant,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),conductivity_S_cm,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),conductivity_temp_C,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),conductivity_type,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),dopant_fraction,null_mismatch
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),durability_h,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),fuel,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),measurement_method,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),ocv_V,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),pellet_thickness_um,null_mismatch
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),pmax_mW_cm2,null_mismatch
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),pmax_temp_C,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),relative_density_pct,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),secondary_phase,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),secondary_phase_wt_pct,both_null
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),sintering_temp_C,correct
ref08_CSDC-Na2CO3,CSDC-Na2CO3 Sample-3 (sintered 800 C 3 h),synthesis_route,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),activation_energy_eV,null_mismatch
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),atmosphere,null_mismatch
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),ceria_dopant,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),conductivity_S_cm,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),conductivity_temp_C,null_mismatch
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),conductivity_type,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),dopant_fraction,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),durability_h,both_null
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),fuel,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),measurement_method,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),ocv_V,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),pellet_thickness_um,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),pmax_mW_cm2,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),pmax_temp_C,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),relative_density_pct,both_null
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),secondary_phase,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),secondary_phase_wt_pct,both_null
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),sintering_temp_C,correct
ref10_NK-CDC,NK-CDC (Ce0.8Ca0.2O1.9 + Na2CO3:K2CO3 1:1 alkali carbonate coating),synthesis_route,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),activation_energy_eV,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),atmosphere,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),ceria_dopant,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),conductivity_S_cm,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),conductivity_temp_C,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),conductivity_type,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),dopant_fraction,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),durability_h,both_null
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),fuel,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),measurement_method,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),ocv_V,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),pellet_thickness_um,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),pmax_mW_cm2,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),pmax_temp_C,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),relative_density_pct,both_null
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),secondary_phase,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),secondary_phase_wt_pct,both_null
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),sintering_temp_C,correct
ref11_LN-SDC,N-SDC (Na2CO3-SDC single carbonate),synthesis_route,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),activation_energy_eV,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),atmosphere,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),ceria_dopant,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),conductivity_S_cm,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),conductivity_temp_C,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),conductivity_type,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),dopant_fraction,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),durability_h,both_null
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),fuel,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),measurement_method,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),ocv_V,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),pellet_thickness_um,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),pmax_mW_cm2,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),pmax_temp_C,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),relative_density_pct,both_null
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),secondary_phase,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),secondary_phase_wt_pct,both_null
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),sintering_temp_C,correct
ref11_LN-SDC,L-SDC (Li2CO3-SDC single carbonate),synthesis_route,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),activation_energy_eV,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),atmosphere,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),ceria_dopant,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),conductivity_S_cm,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),conductivity_temp_C,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),conductivity_type,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),dopant_fraction,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),durability_h,both_null
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),fuel,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),measurement_method,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),ocv_V,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),pellet_thickness_um,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),pmax_mW_cm2,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),pmax_temp_C,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),relative_density_pct,both_null
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),secondary_phase,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),secondary_phase_wt_pct,both_null
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),sintering_temp_C,correct
ref11_LN-SDC,K-SDC (K2CO3-SDC single carbonate),synthesis_route,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),activation_energy_eV,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),atmosphere,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),ceria_dopant,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),conductivity_S_cm,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),conductivity_temp_C,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),conductivity_type,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),dopant_fraction,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),durability_h,both_null
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),fuel,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),measurement_method,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),ocv_V,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),pellet_thickness_um,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),pmax_mW_cm2,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),pmax_temp_C,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),relative_density_pct,both_null
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),secondary_phase,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),secondary_phase_wt_pct,both_null
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),sintering_temp_C,correct
ref11_LN-SDC,LN-SDC ((Li/Na)2CO3-SDC binary carbonate),synthesis_route,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),activation_energy_eV,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),atmosphere,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),ceria_dopant,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),conductivity_S_cm,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),conductivity_temp_C,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),conductivity_type,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),dopant_fraction,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),durability_h,both_null
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),fuel,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),measurement_method,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),ocv_V,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),pellet_thickness_um,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),pmax_mW_cm2,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),pmax_temp_C,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),relative_density_pct,both_null
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),secondary_phase,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),secondary_phase_wt_pct,both_null
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),sintering_temp_C,correct
ref11_LN-SDC,NK-SDC ((Na/K)2CO3-SDC binary carbonate),synthesis_route,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),activation_energy_eV,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),atmosphere,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),ceria_dopant,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),conductivity_S_cm,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),conductivity_temp_C,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),conductivity_type,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),dopant_fraction,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),durability_h,both_null
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),fuel,correct
